profile_id,variant,timely_success,eventual_success
profile_002010,treatment,1,1
profile_002011,control,0,0
profile_002012,control,1,1
profile_002013,control,0,0
profile_002014,control,1,1
profile_002015,treatment,1,1
profile_002016,control,0,0
profile_002017,treatment,0,0
profile_002018,control,0,1
profile_002019,treatment,0,0
profile_002020,treatment,1,1
profile_002021,treatment,1,1
profile_002022,treatment,0,0
profile_002023,control,0,1
profile_002024,control,1,1
profile_002025,control,1,1
profile_002026,treatment,0,1
profile_002027,control,1,1
profile_002028,control,0,0
profile_002029,control,0,0
profile_002030,treatment,1,1
profile_002031,control,1,1
profile_002032,treatment,1,1
profile_002033,treatment,1,1
profile_002034,control,0,0
profile_002035,treatment,0,1
profile_002036,treatment,0,1
profile_002037,control,1,1
profile_002038,control,1,1
profile_002039,control,0,1
profile_002040,control,1,1
profile_002041,control,0,0
profile_002042,control,1,1
profile_002043,control,1,1
profile_002044,control,0,1
profile_002045,control,1,1
profile_002046,control,0,1
profile_002047,treatment,1,1
profile_002048,treatment,1,1
profile_002049,treatment,0,1
profile_002050,control,1,1
profile_002051,treatment,1,1
profile_002052,control,1,1
profile_002053,control,1,1
profile_002054,control,0,0
profile_002055,treatment,0,1
profile_002056,treatment,0,1
profile_002057,treatment,1,1
profile_002058,control,0,0
profile_002059,control,0,0
profile_002060,treatment,1,1
profile_002061,treatment,1,1
profile_002062,treatment,1,1
profile_002063,treatment,0,1
profile_002064,control,1,1
profile_002065,treatment,0,0
profile_002066,control,0,1
profile_002067,treatment,1,1
profile_002068,control,1,1
profile_002069,treatment,1,1
profile_002070,treatment,0,1
profile_002071,treatment,0,0
profile_002072,treatment,1,1
profile_002073,control,0,0
profile_002074,treatment,0,1
profile_002075,control,1,1
profile_002076,treatment,1,1
profile_002077,treatment,1,1
profile_002078,control,1,1
profile_002079,control,1,1
profile_002080,control,0,0
profile_002081,treatment,1,1
profile_002082,treatment,1,1
profile_002083,control,1,1
profile_002084,treatment,1,1
profile_002085,treatment,0,1
profile_002086,treatment,0,1
profile_002087,treatment,0,0
profile_002088,treatment,1,1
profile_002089,control,0,1
profile_002090,control,1,1
profile_002091,treatment,0,0
profile_002092,control,0,0
profile_002093,treatment,1,1
profile_002094,control,1,1
profile_002095,control,1,1
profile_002096,treatment,0,0
profile_002097,control,1,1
profile_002098,treatment,0,1
profile_002099,treatment,1,1
profile_002100,control,1,1
profile_002101,treatment,1,1
profile_002102,treatment,1,1
profile_002103,control,0,1
profile_002104,treatment,1,1
profile_002105,control,1,1
profile_002106,treatment,1,1
profile_002107,treatment,1,1
profile_002108,treatment,1,1
profile_002109,control,1,1
profile_002110,control,1,1
profile_002111,control,1,1
profile_002112,control,0,0
profile_002113,treatment,1,1
profile_002114,control,1,1
profile_002115,treatment,1,1
profile_002116,control,0,1
profile_002117,treatment,1,1
profile_002118,control,0,0
profile_002119,control,0,1
profile_002120,treatment,0,0
profile_002121,control,1,1
profile_002122,control,1,1
profile_002123,control,0,1
profile_002124,control,0,0
profile_002125,control,0,1
profile_002126,control,0,1
profile_002127,treatment,0,1
profile_002128,control,0,1
profile_002129,treatment,1,1
profile_002130,treatment,1,1
profile_002131,control,1,1
profile_002132,control,0,0
profile_002133,control,1,1
profile_002134,control,0,1
profile_002135,control,1,1
profile_002136,control,1,1
profile_002137,treatment,1,1
profile_002138,control,1,1
profile_002139,treatment,1,1
profile_002140,control,0,0
profile_002141,treatment,0,0
profile_002142,control,1,1
profile_002143,treatment,1,1
profile_002144,control,1,1
profile_002145,control,0,1
profile_002146,treatment,0,1
profile_002147,control,0,0
profile_002148,treatment,1,1
profile_002149,treatment,1,1
profile_002150,control,0,0
profile_002151,control,0,0
profile_002152,treatment,1,1
profile_002153,control,1,1
profile_002154,control,1,1
profile_002155,treatment,1,1
profile_002156,control,0,0
profile_002157,treatment,1,1
profile_002158,control,1,1
profile_002159,treatment,0,0
profile_002160,treatment,0,0
profile_002161,control,1,1
profile_002162,control,0,1
profile_002163,treatment,1,1
profile_002164,control,0,0
profile_002165,control,0,1
profile_002166,treatment,1,1
profile_002167,control,1,1
profile_002168,control,1,1
profile_002169,treatment,1,1
profile_002170,treatment,0,1
profile_002171,control,0,1
profile_002172,control,0,1
profile_002173,control,0,0
profile_002174,treatment,1,1
profile_002175,treatment,1,1
profile_002176,control,1,1
profile_002177,treatment,1,1
profile_002178,control,0,1
profile_002179,control,1,1
profile_002180,control,1,1
profile_002181,control,0,1
profile_002182,control,1,1
profile_002183,treatment,1,1
profile_002184,treatment,1,1
profile_002185,control,1,1
profile_002186,control,1,1
profile_002187,treatment,1,1
profile_002188,control,1,1
profile_002189,control,0,1
profile_002190,treatment,0,0
profile_002191,treatment,0,1
profile_002192,treatment,1,1
profile_002193,treatment,0,1
profile_002194,treatment,0,1
profile_002195,treatment,0,1
profile_002196,treatment,1,1
profile_002197,treatment,1,1
profile_002198,treatment,1,1
profile_002199,treatment,1,1
profile_002200,treatment,1,1
profile_002201,treatment,1,1
profile_002202,control,1,1
profile_002203,control,0,1
profile_002204,treatment,0,1
profile_002205,treatment,1,1
profile_002206,control,1,1
profile_002207,control,1,1
profile_002208,control,0,0
profile_002209,treatment,0,1
profile_002210,treatment,1,1
profile_002211,control,1,1
profile_002212,treatment,1,1
profile_002213,control,1,1
profile_002214,control,0,1
profile_002215,control,1,1
profile_002216,control,1,1
profile_002217,control,1,1
profile_002218,treatment,0,1
profile_002219,control,1,1
profile_002220,control,1,1
profile_002221,control,1,1
profile_002222,control,0,0
profile_002223,treatment,0,1
profile_002224,treatment,1,1
profile_002225,treatment,1,1
profile_002226,control,1,1
profile_002227,control,1,1
profile_002228,treatment,1,1
profile_002229,control,0,1
profile_002230,treatment,1,1
profile_002231,treatment,1,1
profile_002232,treatment,1,1
profile_002233,control,0,0
profile_002234,control,1,1
profile_002235,control,0,1
profile_002236,control,0,1
profile_002237,treatment,1,1
profile_002238,treatment,1,1
profile_002239,control,1,1
profile_002240,treatment,0,1
profile_002241,treatment,1,1
profile_002242,control,1,1
profile_002243,control,1,1
profile_002244,control,0,1
profile_002245,treatment,1,1
profile_002246,treatment,1,1
profile_002247,control,1,1
profile_002248,treatment,1,1
profile_002249,treatment,1,1
profile_002250,treatment,1,1
profile_002251,control,1,1
profile_002252,control,0,1
profile_002253,control,1,1
profile_002254,treatment,1,1
profile_002255,treatment,1,1
profile_002256,control,0,0
profile_002257,control,1,1
profile_002258,treatment,1,1
profile_002259,treatment,0,1
profile_002260,treatment,0,1
profile_002261,treatment,1,1
profile_002262,treatment,0,0
profile_002263,treatment,1,1
profile_002264,control,1,1
profile_002265,treatment,1,1
profile_002266,treatment,1,1
profile_002267,control,1,1
profile_002268,treatment,1,1
profile_002269,control,1,1
profile_002270,control,1,1
profile_002271,treatment,0,1
profile_002272,control,1,1
profile_002273,treatment,0,1
profile_002274,control,1,1
profile_002275,control,0,1
profile_002276,treatment,1,1
profile_002277,control,1,1
profile_002278,control,1,1
profile_002279,treatment,0,1
profile_002280,treatment,1,1
profile_002281,control,1,1
profile_002282,control,1,1
profile_002283,control,1,1
profile_002284,control,1,1
profile_002285,control,1,1
profile_002286,treatment,1,1
profile_002287,control,1,1
profile_002288,control,1,1
profile_002289,control,1,1
profile_002290,treatment,1,1
profile_002291,treatment,0,1
profile_002292,treatment,1,1
profile_002293,treatment,1,1
profile_002294,control,1,1
profile_002295,treatment,1,1
profile_002296,treatment,1,1
profile_002297,control,1,1
profile_002298,control,0,1
profile_002299,control,1,1
profile_002300,treatment,0,0
profile_002301,treatment,0,0
profile_002302,control,1,1
profile_002303,treatment,1,1
profile_002304,control,0,1
profile_002305,treatment,1,1
profile_002306,control,1,1
profile_002307,control,0,1
profile_002308,treatment,1,1
profile_002309,treatment,0,1
profile_002310,control,0,1
profile_002311,treatment,1,1
profile_002312,treatment,0,0
profile_002313,treatment,1,1
profile_002314,control,1,1
profile_002315,control,1,1
profile_002316,treatment,1,1
profile_002317,treatment,1,1
profile_002318,treatment,0,1
profile_002319,control,1,1
profile_002320,control,1,1
profile_002321,control,1,1
profile_002322,treatment,0,0
profile_002323,control,1,1
profile_002324,control,0,0
profile_002325,treatment,1,1
profile_002326,control,1,1
profile_002327,control,1,1
profile_002328,treatment,0,1
profile_002329,control,1,1
profile_002330,treatment,0,1
profile_002331,control,1,1
profile_002332,control,1,1
profile_002333,treatment,1,1
profile_002334,treatment,1,1
profile_002335,control,0,0
profile_002336,treatment,0,0
profile_002337,control,1,1
profile_002338,treatment,1,1
profile_002339,treatment,0,0
profile_002340,control,0,0
profile_002341,treatment,0,0
profile_002342,control,0,1
profile_002343,treatment,1,1
profile_002344,control,0,1
profile_002345,treatment,1,1
profile_002346,control,1,1
profile_002347,control,1,1
profile_002348,treatment,0,1
profile_002349,treatment,1,1
profile_002350,control,1,1
profile_002351,control,0,1
profile_002352,control,1,1
profile_002353,control,0,0
profile_002354,treatment,1,1
profile_002355,control,1,1
profile_002356,treatment,0,1
profile_002357,control,1,1
profile_002358,control,1,1
profile_002359,treatment,1,1
profile_002360,control,1,1
profile_002361,control,0,0
profile_002362,control,0,0
profile_002363,control,1,1
profile_002364,treatment,0,1
profile_002365,control,1,1
profile_002366,treatment,0,0
profile_002367,control,0,0
profile_002368,control,0,1
profile_002369,control,0,0
profile_002370,treatment,0,1
profile_002371,control,0,0
profile_002372,control,1,1
profile_002373,treatment,1,1
profile_002374,control,0,0
profile_002375,treatment,0,1
profile_002376,control,1,1
profile_002377,control,0,1
profile_002378,treatment,1,1
profile_002379,control,1,1
profile_002380,control,0,1
profile_002381,control,0,1
profile_002382,control,1,1
profile_002383,treatment,1,1
profile_002384,control,0,1
profile_002385,control,0,0
profile_002386,control,1,1
profile_002387,control,0,0
profile_002388,treatment,1,1
profile_002389,treatment,0,0
profile_002390,control,1,1
profile_002391,treatment,1,1
profile_002392,treatment,1,1
profile_002393,control,1,1
profile_002394,treatment,0,1
profile_002395,control,1,1
profile_002396,control,0,0
profile_002397,control,1,1
profile_002398,control,0,0
profile_002399,treatment,1,1
profile_002400,control,0,0
profile_002401,control,1,1
profile_002402,treatment,1,1
profile_002403,treatment,1,1
profile_002404,treatment,0,1
profile_002405,treatment,1,1
profile_002406,control,0,1
profile_002407,treatment,1,1
profile_002408,treatment,0,0
profile_002409,treatment,1,1
profile_002410,control,0,0
profile_002411,treatment,0,0
profile_002412,treatment,1,1
profile_002413,treatment,0,0
profile_002414,control,0,0
profile_002415,control,0,1
profile_002416,control,1,1
profile_002417,control,0,0
profile_002418,treatment,1,1
profile_002419,control,0,1
profile_002420,control,1,1
profile_002421,control,1,1
profile_002422,control,1,1
profile_002423,treatment,1,1
profile_002424,treatment,1,1
profile_002425,treatment,1,1
profile_002426,treatment,0,0
profile_002427,treatment,1,1
profile_002428,treatment,0,1
profile_002429,control,0,0
profile_002430,control,1,1
profile_002431,treatment,1,1
profile_002432,treatment,1,1
profile_002433,treatment,0,0
profile_002434,treatment,0,1
profile_002435,treatment,1,1
profile_002436,treatment,0,0
profile_002437,control,1,1
profile_002438,control,1,1
profile_002439,control,1,1
profile_002440,treatment,1,1
profile_002441,treatment,1,1
profile_002442,control,0,1
profile_002443,control,0,1
profile_002444,treatment,0,1
profile_002445,control,1,1
profile_002446,treatment,1,1
profile_002447,treatment,0,1
profile_002448,treatment,0,1
profile_002449,control,1,1
profile_002450,control,1,1
profile_002451,control,0,1
profile_002452,treatment,1,1
profile_002453,treatment,1,1
profile_002454,control,1,1
profile_002455,control,0,0
profile_002456,treatment,1,1
profile_002457,treatment,1,1
profile_002458,treatment,1,1
profile_002459,control,0,1
profile_002460,treatment,1,1
profile_002461,control,1,1
profile_002462,control,1,1
profile_002463,treatment,1,1
profile_002464,treatment,1,1
profile_002465,control,0,1
profile_002466,control,1,1
profile_002467,treatment,1,1
profile_002468,treatment,1,1
profile_002469,treatment,1,1
profile_002470,control,1,1
profile_002471,treatment,1,1
profile_002472,treatment,1,1
profile_002473,treatment,0,0
profile_002474,treatment,0,1
profile_002475,control,0,1
profile_002476,treatment,1,1
profile_002477,treatment,0,0
profile_002478,control,1,1
profile_002479,control,0,1
profile_002480,treatment,1,1
profile_002481,treatment,1,1
profile_002482,control,0,1
profile_002483,control,0,1
profile_002484,control,1,1
profile_002485,treatment,1,1
profile_002486,control,1,1
profile_002487,treatment,1,1
profile_002488,treatment,0,1
profile_002489,control,1,1
profile_002490,control,1,1
profile_002491,control,1,1
profile_002492,treatment,1,1
profile_002493,treatment,1,1
profile_002494,treatment,0,1
profile_002495,control,1,1
profile_002496,control,0,1
profile_002497,control,1,1
profile_002498,control,1,1
profile_002499,treatment,0,1
profile_002500,control,0,0
profile_002501,treatment,1,1
profile_002502,treatment,0,1
profile_002503,treatment,0,0
profile_002504,treatment,1,1
profile_002505,treatment,0,1
profile_002506,control,0,0
profile_002507,control,1,1
profile_002508,treatment,1,1
profile_002509,control,1,1
profile_002510,control,0,0
profile_002511,control,1,1
profile_002512,treatment,1,1
profile_002513,treatment,0,1
profile_002514,control,1,1
profile_002515,treatment,0,0
profile_002516,treatment,0,1
profile_002517,control,1,1
profile_002518,treatment,0,1
profile_002519,treatment,1,1
profile_002520,treatment,0,1
profile_002521,treatment,0,0
profile_002522,control,1,1
profile_002523,control,0,1
profile_002524,control,1,1
profile_002525,treatment,1,1
profile_002526,treatment,1,1
profile_002527,treatment,1,1
profile_002528,control,0,1
profile_002529,treatment,1,1
profile_002530,treatment,1,1
profile_002531,control,0,0
profile_002532,treatment,1,1
profile_002533,control,1,1
profile_002534,control,0,0
profile_002535,control,0,1
profile_002536,control,1,1
profile_002537,control,0,1
profile_002538,treatment,1,1
profile_002539,control,0,0
profile_002540,control,1,1
profile_002541,treatment,1,1
profile_002542,control,0,1
profile_002543,treatment,0,0
profile_002544,treatment,1,1
profile_002545,control,1,1
profile_002546,control,1,1
profile_002547,control,1,1
profile_002548,control,0,0
profile_002549,treatment,0,1
profile_002550,control,1,1
profile_002551,control,1,1
profile_002552,treatment,0,0
profile_002553,control,1,1
profile_002554,treatment,1,1
profile_002555,control,0,1
profile_002556,treatment,0,1
profile_002557,control,1,1
profile_002558,control,1,1
profile_002559,control,0,1
profile_002560,treatment,0,0
profile_002561,control,0,0
profile_002562,treatment,1,1
profile_002563,treatment,0,1
profile_002564,control,0,0
profile_002565,control,1,1
profile_002566,treatment,1,1
profile_002567,treatment,1,1
profile_002568,treatment,0,1
profile_002569,treatment,1,1
profile_002570,control,0,0
profile_002571,control,0,0
profile_002572,control,1,1
profile_002573,control,1,1
profile_002574,control,0,1
profile_002575,control,1,1
profile_002576,control,1,1
profile_002577,treatment,0,1
profile_002578,control,0,1
profile_002579,control,1,1
profile_002580,control,0,0
profile_002581,treatment,1,1
profile_002582,control,1,1
profile_002583,control,1,1
profile_002584,control,0,1
profile_002585,treatment,1,1
profile_002586,control,0,1
profile_002587,treatment,0,1
profile_002588,control,1,1
profile_002589,treatment,1,1
profile_002590,control,1,1
profile_002591,control,0,0
profile_002592,treatment,1,1
profile_002593,control,1,1
profile_002594,treatment,0,1
profile_002595,control,1,1
profile_002596,treatment,1,1
profile_002597,control,0,1
profile_002598,control,0,0
profile_002599,treatment,1,1
profile_002600,treatment,1,1
profile_002601,control,0,1
profile_002602,control,1,1
profile_002603,control,1,1
profile_002604,treatment,0,1
profile_002605,treatment,1,1
profile_002606,treatment,1,1
profile_002607,control,0,0
profile_002608,control,0,1
profile_002609,control,0,0
profile_002610,control,0,0
profile_002611,treatment,1,1
profile_002612,control,1,1
profile_002613,treatment,1,1
profile_002614,treatment,1,1
profile_002615,treatment,1,1
profile_002616,treatment,1,1
profile_002617,control,1,1
profile_002618,control,1,1
profile_002619,control,1,1
profile_002620,treatment,1,1
profile_002621,treatment,0,1
profile_002622,treatment,0,0
profile_002623,control,0,1
profile_002624,treatment,1,1
profile_002625,control,0,1
profile_002626,control,0,1
profile_002627,control,1,1
profile_002628,control,1,1
profile_002629,control,1,1
profile_002630,control,1,1
profile_002631,control,1,1
profile_002632,control,1,1
profile_002633,treatment,0,0
profile_002634,control,0,1
profile_002635,control,0,1
profile_002636,treatment,1,1
profile_002637,treatment,1,1
profile_002638,control,1,1
profile_002639,treatment,1,1
profile_002640,control,1,1
profile_002641,treatment,0,1
profile_002642,control,1,1
profile_002643,control,0,0
profile_002644,control,0,1
profile_002645,control,1,1
profile_002646,treatment,0,0
profile_002647,control,0,1
profile_002648,treatment,0,1
profile_002649,treatment,1,1
profile_002650,control,1,1
profile_002651,control,1,1
profile_002652,treatment,1,1
profile_002653,control,0,1
profile_002654,control,0,0
profile_002655,treatment,0,0
profile_002656,treatment,1,1
profile_002657,control,0,0
profile_002658,control,1,1
profile_002659,control,1,1
profile_002660,control,1,1
profile_002661,control,0,0
profile_002662,treatment,0,1
profile_002663,control,1,1
profile_002664,control,1,1
profile_002665,control,1,1
profile_002666,control,0,0
profile_002667,treatment,1,1
profile_002668,treatment,1,1
profile_002669,treatment,1,1
profile_002670,control,0,1
profile_002671,control,0,1
profile_002672,treatment,0,1
profile_002673,treatment,1,1
profile_002674,control,1,1
profile_002675,control,1,1
profile_002676,treatment,1,1
profile_002677,control,0,1
profile_002678,control,1,1
profile_002679,control,0,0
profile_002680,control,1,1
profile_002681,control,0,1
profile_002682,control,1,1
profile_002683,control,0,0
profile_002684,control,1,1
profile_002685,control,1,1
profile_002686,treatment,1,1
profile_002687,control,1,1
profile_002688,treatment,0,1
profile_002689,treatment,0,0
profile_002690,control,1,1
profile_002691,treatment,0,1
profile_002692,treatment,1,1
profile_002693,treatment,1,1
profile_002694,treatment,1,1
profile_002695,control,1,1
profile_002696,treatment,0,0
profile_002697,control,0,1
profile_002698,control,1,1
profile_002699,treatment,1,1
profile_002700,control,0,1
profile_002701,control,0,0
profile_002702,treatment,1,1
profile_002703,treatment,1,1
profile_002704,treatment,1,1
profile_002705,treatment,1,1
profile_002706,control,1,1
profile_002707,treatment,1,1
profile_002708,treatment,0,1
profile_002709,control,1,1
profile_002710,treatment,0,0
profile_002711,control,1,1
profile_002712,treatment,0,1
profile_002713,treatment,0,0
profile_002714,control,1,1
profile_002715,control,1,1
profile_002716,control,1,1
profile_002717,treatment,1,1
profile_002718,treatment,0,1
profile_002719,control,1,1
profile_002720,treatment,1,1
profile_002721,control,0,1
profile_002722,treatment,1,1
profile_002723,control,1,1
profile_002724,treatment,0,1
profile_002725,control,0,0
profile_002726,control,0,0
profile_002727,treatment,1,1
profile_002728,control,1,1
profile_002729,treatment,0,0
profile_002730,control,1,1
profile_002731,treatment,0,1
profile_002732,control,1,1
profile_002733,treatment,0,0
profile_002734,control,1,1
profile_002735,control,1,1
profile_002736,control,1,1
profile_002737,treatment,1,1
profile_002738,treatment,1,1
profile_002739,control,1,1
profile_002740,control,0,1
profile_002741,control,0,1
profile_002742,control,1,1
profile_002743,control,1,1
profile_002744,treatment,0,1
profile_002745,treatment,1,1
profile_002746,treatment,0,1
profile_002747,control,1,1
profile_002748,control,0,1
profile_002749,control,1,1
profile_002750,treatment,0,1
profile_002751,control,0,0
profile_002752,control,0,1
profile_002753,treatment,1,1
profile_002754,treatment,1,1
profile_002755,control,1,1
profile_002756,treatment,1,1
profile_002757,treatment,0,0
profile_002758,treatment,0,1
profile_002759,control,1,1
profile_002760,treatment,1,1
profile_002761,treatment,0,0
profile_002762,control,1,1
profile_002763,control,1,1
profile_002764,treatment,0,1
profile_002765,treatment,0,0
profile_002766,treatment,1,1
profile_002767,control,0,1
profile_002768,treatment,0,1
profile_002769,control,0,0
profile_002770,control,0,0
profile_002771,treatment,1,1
profile_002772,treatment,1,1
profile_002773,treatment,1,1
profile_002774,control,1,1
profile_002775,treatment,1,1
profile_002776,control,0,1
profile_002777,control,0,0
profile_002778,control,0,1
profile_002779,treatment,1,1
profile_002780,control,1,1
profile_002781,treatment,0,1
profile_002782,control,1,1
profile_002783,treatment,1,1
profile_002784,control,0,0
profile_002785,treatment,0,0
profile_002786,control,0,0
profile_002787,control,1,1
profile_002788,treatment,1,1
profile_002789,control,1,1
profile_002790,control,1,1
profile_002791,control,0,0
profile_002792,treatment,0,1
profile_002793,treatment,0,1
profile_002794,control,0,0
profile_002795,control,1,1
profile_002796,control,1,1
profile_002797,treatment,0,1
profile_002798,treatment,1,1
profile_002799,control,0,0
profile_002800,treatment,1,1
profile_002801,control,0,0
profile_002802,treatment,1,1
profile_002803,treatment,1,1
profile_002804,treatment,0,0
profile_002805,control,0,0
profile_002806,control,1,1
profile_002807,control,1,1
profile_002808,treatment,1,1
profile_002809,treatment,0,0
profile_002810,treatment,1,1
profile_002811,treatment,1,1
profile_002812,treatment,0,0
profile_002813,treatment,1,1
profile_002814,control,1,1
profile_002815,control,1,1
profile_002816,treatment,0,1
profile_002817,control,0,1
profile_002818,treatment,1,1
profile_002819,treatment,0,0
profile_002820,treatment,1,1
profile_002821,control,1,1
profile_002822,treatment,1,1
profile_002823,control,1,1
profile_002824,control,0,0
profile_002825,control,0,1
profile_002826,treatment,1,1
profile_002827,control,0,1
profile_002828,control,1,1
profile_002829,treatment,0,0
profile_002830,control,1,1
profile_002831,treatment,0,1
profile_002832,control,0,1
profile_002833,control,1,1
profile_002834,control,1,1
profile_002835,control,0,1
profile_002836,control,0,1
profile_002837,treatment,1,1
profile_002838,control,1,1
profile_002839,control,1,1
profile_002840,treatment,1,1
profile_002841,control,0,1
profile_002842,control,0,0
profile_002843,control,1,1
profile_002844,treatment,0,1
profile_002845,treatment,1,1
profile_002846,control,1,1
profile_002847,treatment,1,1
profile_002848,treatment,1,1
profile_002849,control,1,1
profile_002850,control,1,1
profile_002851,treatment,0,1
profile_002852,control,0,1
profile_002853,treatment,0,1
profile_002854,control,0,1
profile_002855,treatment,1,1
profile_002856,control,1,1
profile_002857,treatment,0,1
profile_002858,control,1,1
profile_002859,control,1,1
profile_002860,control,0,1
profile_002861,treatment,0,1
profile_002862,treatment,1,1
profile_002863,treatment,1,1
profile_002864,control,0,1
profile_002865,treatment,1,1
profile_002866,treatment,0,1
profile_002867,treatment,1,1
profile_002868,control,1,1
profile_002869,treatment,1,1
profile_002870,control,1,1
profile_002871,treatment,1,1
profile_002872,control,0,0
profile_002873,control,1,1
profile_002874,control,0,0
profile_002875,treatment,0,0
profile_002876,control,1,1
profile_002877,treatment,1,1
profile_002878,control,1,1
profile_002879,treatment,0,1
profile_002880,treatment,1,1
profile_002881,control,1,1
profile_002882,control,0,1
profile_002883,treatment,1,1
profile_002884,control,0,1
profile_002885,treatment,0,1
profile_002886,control,0,1
profile_002887,treatment,0,0
profile_002888,treatment,1,1
profile_002889,treatment,0,0
profile_002890,treatment,1,1
profile_002891,control,0,1
profile_002892,treatment,0,1
profile_002893,treatment,1,1
profile_002894,treatment,0,1
profile_002895,control,0,0
profile_002896,control,1,1
profile_002897,treatment,1,1
profile_002898,treatment,0,1
profile_002899,treatment,1,1
profile_002900,treatment,1,1
profile_002901,control,0,1
profile_002902,control,1,1
profile_002903,control,1,1
profile_002904,treatment,0,0
profile_002905,treatment,1,1
profile_002906,treatment,0,0
profile_002907,treatment,1,1
profile_002908,treatment,1,1
profile_002909,control,1,1
profile_002910,treatment,1,1
profile_002911,treatment,1,1
profile_002912,treatment,0,1
profile_002913,treatment,1,1
profile_002914,treatment,1,1
profile_002915,treatment,0,0
profile_002916,control,1,1
profile_002917,control,1,1
profile_002918,treatment,1,1
profile_002919,control,0,1
profile_002920,treatment,1,1
profile_002921,control,1,1
profile_002922,treatment,0,0
profile_002923,treatment,0,0
profile_002924,treatment,0,0
profile_002925,treatment,1,1
profile_002926,control,0,1
profile_002927,treatment,0,0
profile_002928,control,0,1
profile_002929,control,0,1
profile_002930,control,0,0
profile_002931,control,1,1
profile_002932,control,0,0
profile_002933,treatment,0,0
profile_002934,control,0,1
profile_002935,control,1,1
profile_002936,treatment,0,0
profile_002937,treatment,0,1
profile_002938,control,1,1
profile_002939,control,1,1
profile_002940,control,0,1
profile_002941,treatment,0,1
profile_002942,treatment,1,1
profile_002943,treatment,1,1
profile_002944,treatment,1,1
profile_002945,control,0,0
profile_002946,treatment,1,1
profile_002947,control,0,1
profile_002948,control,1,1
profile_002949,treatment,0,1
profile_002950,control,1,1
profile_002951,control,0,0
profile_002952,treatment,1,1
profile_002953,treatment,1,1
profile_002954,control,0,0
profile_002955,treatment,0,1
profile_002956,control,0,0
profile_002957,control,1,1
profile_002958,control,1,1
profile_002959,treatment,1,1
profile_002960,control,1,1
profile_002961,control,0,1
profile_002962,treatment,1,1
profile_002963,treatment,1,1
profile_002964,control,0,1
profile_002965,control,1,1
profile_002966,control,1,1
profile_002967,treatment,0,1
profile_002968,control,1,1
profile_002969,treatment,1,1
profile_002970,treatment,1,1
profile_002971,control,1,1
profile_002972,control,1,1
profile_002973,control,1,1
profile_002974,control,1,1
profile_002975,control,1,1
profile_002976,treatment,1,1
profile_002977,treatment,1,1
profile_002978,control,0,0
profile_002979,treatment,1,1
profile_002980,control,1,1
profile_002981,control,0,0
profile_002982,control,0,0
profile_002983,control,1,1
profile_002984,treatment,1,1
profile_002985,control,1,1
profile_002986,control,1,1
profile_002987,treatment,0,0
profile_002988,control,1,1
profile_002989,control,1,1
profile_002990,control,0,0
profile_002991,treatment,1,1
profile_002992,control,1,1
profile_002993,control,0,1
profile_002994,treatment,0,1
profile_002995,treatment,1,1
profile_002996,control,0,0
profile_002997,control,0,0
profile_002998,control,1,1
profile_002999,treatment,1,1
profile_003000,treatment,1,1
profile_003001,treatment,0,0
profile_003002,control,0,0
profile_003003,control,0,1
profile_003004,control,1,1
profile_003005,control,1,1
profile_003006,treatment,0,0
profile_003007,treatment,1,1
profile_003008,control,1,1
profile_003009,treatment,0,0
profile_003010,control,0,0
profile_003011,control,0,0
profile_003012,control,1,1
profile_003013,control,0,0
profile_003014,treatment,0,1
profile_003015,treatment,1,1
profile_003016,treatment,1,1
profile_003017,control,1,1
profile_003018,control,0,1
profile_003019,control,0,1
profile_003020,control,0,0
profile_003021,treatment,1,1
profile_003022,control,1,1
profile_003023,control,1,1
profile_003024,control,1,1
profile_003025,treatment,0,0
profile_003026,control,1,1
profile_003027,control,0,1
profile_003028,control,1,1
profile_003029,control,0,1
profile_003030,treatment,1,1
profile_003031,control,1,1
profile_003032,control,1,1
profile_003033,control,0,0
profile_003034,control,0,0
profile_003035,treatment,1,1
profile_003036,control,1,1
profile_003037,treatment,1,1
profile_003038,control,0,0
profile_003039,treatment,1,1
profile_003040,treatment,1,1
profile_003041,control,0,1
profile_003042,treatment,1,1
profile_003043,treatment,1,1
profile_003044,treatment,0,0
profile_003045,control,1,1
profile_003046,control,1,1
profile_003047,treatment,1,1
profile_003048,control,0,1
profile_003049,treatment,0,0
profile_003050,control,0,0
profile_003051,control,1,1
profile_003052,treatment,1,1
profile_003053,control,1,1
profile_003054,treatment,0,0
profile_003055,control,1,1
profile_003056,treatment,1,1
profile_003057,control,1,1
profile_003058,treatment,1,1
profile_003059,treatment,1,1
profile_003060,treatment,1,1
profile_003061,treatment,1,1
profile_003062,control,1,1
profile_003063,treatment,1,1
profile_003064,control,1,1
profile_003065,control,1,1
profile_003066,control,0,0
profile_003067,control,1,1
profile_003068,treatment,1,1
profile_003069,treatment,0,0
profile_003070,treatment,1,1
profile_003071,control,1,1
profile_003072,control,1,1
profile_003073,treatment,1,1
profile_003074,control,1,1
profile_003075,treatment,0,1
profile_003076,treatment,1,1
profile_003077,treatment,1,1
profile_003078,treatment,1,1
profile_003079,control,0,1
profile_003080,treatment,1,1
profile_003081,control,1,1
profile_003082,treatment,1,1
profile_003083,control,1,1
profile_003084,control,0,1
profile_003085,treatment,1,1
profile_003086,treatment,0,1
profile_003087,treatment,1,1
profile_003088,treatment,0,0
profile_003089,treatment,1,1
